4495,10032,10993
5215,10488,11713
5587,10716,12085
6355,11172,12853
6751,11400,13249
117,6844,6845
357,7076,7085
605,7308,7333
861,7540,7589
1125,7772,7853
1397,8004,8125
1677,8236,8405
1965,8468,8693
2261,8700,8989
2565,8932,9293
2877,9164,9605
3197,9396,9925
3525,9628,10253
3861,9860,10589
4557,10324,11285
4917,10556,11645
5285,10788,12013
5661,11020,12389
6045,11252,12773
6437,11484,13165
119,7080,7081
363,7316,7325
615,7552,7577
875,7788,7837
1143,8024,8105
1419,8260,8381
1703,8496,8665
1995,8732,8957
2295,8968,9257
2603,9204,9565
2919,9440,9881
3243,9676,10205
3575,9912,10537
3915,10148,10877
4263,10384,11225
4619,10620,11581
4983,10856,11945
5355,11092,12317
5735,11328,12697
6123,11564,13085
6519,11800,13481
121,7320,7321
889,8040,8089
1441,8520,8641
1729,8760,8929
2329,9240,9529
2641,9480,9841
3289,9960,10489
4321,10680,11521
4681,10920,11881
5809,11640,13009
123,7564,7565
375,7808,7817
635,8052,8077
903,8296,8345
1179,8540,8621
1463,8784,8905
1755,9028,9197
2055,9272,9497
2363,9516,9805
2679,9760,10121
3003,10004,10445
3335,10248,10777
3675,10492,11117
4023,10736,11465
4379,10980,11821
4743,11224,12185
5115,11468,12557
5495,11712,12937
5883,11956,13325
6279,12200,13721
125,7812,7813
381,8060,8069
645,8308,8333
917,8556,8605
1197,8804,8885
1485,9052,9173
1781,9300,9469
2085,9548,9773
2397,9796,10085
2717,10044,10405
3045,10292,10733
3381,10540,11069
3725,10788,11413
4077,11036,11765
4437,11284,12125
5181,11780,12869
5565,12028,13253
5957,12276,13645
127,8064,8065
655,8568,8593
1507,9324,9445
1807,9576,9745
2431,10080,10369
2755,10332,10693
3427,10836,11365
3775,11088,11713
4495,11592,12433
4867,11844,12805
6031,12600,13969
129,8320,8321
393,8576,8585
665,8832,8857
945,9088,9137
1233,9344,9425
1529,9600,9721
1833,9856,10025
2145,10112,10337
2465,10368,10657
2793,10624,10985
3129,10880,11321
3473,11136,11665
3825,11392,12017
4185,11648,12377
4553,11904,12745
4929,12160,13121
5313,12416,13505
5705,12672,13897
131,8580,8581
399,8840,8849
959,9360,9409
1251,9620,9701
1551,9880,10001
2499,10660,10949
2831,10920,11281
3171,11180,11621
3519,11440,11969
4239,11960,12689
4611,12220,13061
4991,12480,13441
5379,12740,13829
133,8844,8845
685,9372,9397
973,9636,9685
1885,10428,10597
2533,10956,11245
2869,11220,11581
3565,11748,12277
3925,12012,12637
4669,12540,13381
5053,12804,13765
135,9112,9113
411,9380,9389
695,9648,9673
987,9916,9965
1287,10184,10265
1595,10452,10573
1911,10720,10889
2235,10988,11213
2567,11256,11545
2907,11524,11885
3255,11792,12233
3611,12060,12589
3975,12328,12953
4347,12596,13325
4727,12864,13705
5115,13132,14093
5511,13400,14489
137,9384,9385
417,9656,9665
705,9928,9953
1001,10200,10249
1305,10472,10553
1617,10744,10865
1937,11016,11185
2265,11288,11513
2945,11832,12193
3297,12104,12545
3657,12376,12905
4025,12648,13273
4401,12920,13649
4785,13192,14033
5177,13464,14425
139,9660,9661
715,10212,10237
1015,10488,10537
1639,11040,11161
1963,11316,11485
2635,11868,12157
2983,12144,12505
4075,12972,13597
4843,13524,14365
5239,13800,14761
141,9940,9941
429,10220,10229
1341,11060,11141
1661,11340,11461
1989,11620,11789
2669,12180,12469
3021,12460,12821
3749,13020,13549
4509,13580,14309
4901,13860,14701
143,10224,10225
435,10508,10517
735,10792,10817
1043,11076,11125
1359,11360,11441
1683,11644,11765
2015,11928,12097
2355,12212,12437
2703,12496,12785
3059,12780,13141
3423,13064,13505
3795,13348,13877
4175,13632,14257
4563,13916,14645
4959,14200,15041
145,10512,10513
745,11088,11113
1057,11376,11425
1705,11952,12073
2041,12240,12409
2737,12816,13105
3097,13104,13465
3841,13680,14209
4225,13968,14593
147,10804,10805
447,11096,11105
755,11388,11413
1071,11680,11729
1395,11972,12053
1727,12264,12385
2067,12556,12725
2415,12848,13073
2771,13140,13429
3135,13432,13793
3507,13724,14165
3887,14016,14545
4275,14308,14933
4671,14600,15329
149,11100,11101
453,11396,11405
765,11692,11717
1085,11988,12037
1413,12284,12365
1749,12580,12701
2093,12876,13045
2445,13172,13397
2805,13468,13757
3173,13764,14125
3549,14060,14501
3933,14356,14885
4325,14652,15277
151,11400,11401
1099,12300,12349
1771,12900,13021
2119,13200,13369
2839,13800,14089
3211,14100,14461
3979,14700,15229
153,11704,11705
465,12008,12017
785,12312,12337
1113,12616,12665
1449,12920,13001
1793,13224,13345
2145,13528,13697
2505,13832,14057
2873,14136,14425
3633,14744,15185
4025,15048,15577
155,12012,12013
471,12320,12329
795,12628,12653
1467,13244,13325
2171,13860,14029
2535,14168,14393
2907,14476,14765
3287,14784,15145
4071,15400,15929
157,12324,12325
805,12948,12973
1141,13260,13309
1837,13884,14005
2941,14820,15109
3325,15132,15493
159,12640,12641
483,12956,12965
815,13272,13297
1155,13588,13637
1503,13904,13985
1859,14220,14341
2223,14536,14705
2595,14852,15077
2975,15168,15457
3363,15484,15845
3759,15800,16241
161,12960,12961
489,13280,13289
1169,13920,13969
1521,14240,14321
1881,14560,14681
2249,14880,15049
3009,15520,15809
3401,15840,16201
163,13284,13285
835,13932,13957
1183,14256,14305
1903,14904,15025
2275,15228,15397
3043,15876,16165
3439,16200,16561
165,13612,13613
501,13940,13949
845,14268,14293
1197,14596,14645
1557,14924,15005
1925,15252,15373
2301,15580,15749
2685,15908,16133
3077,16236,16525
167,13944,13945
507,14276,14285
855,14608,14633
1211,14940,14989
1575,15272,15353
1947,15604,15725
2327,15936,16105
2715,16268,16493
3111,16600,16889
169,14280,14281
865,14952,14977
1969,15960,16081
2353,16296,16465
171,14620,14621
519,14960,14969
1239,15640,15689
1611,15980,16061
1991,16320,16441
2379,16660,16829
173,14964,14965
525,15308,15317
885,15652,15677
1253,15996,16045
1629,16340,16421
2013,16684,16805
2405,17028,17197
175,15312,15313
895,16008,16033
1267,16356,16405
2035,17052,17173
2431,17400,17569
177,15664,15665
537,16016,16025
905,16368,16393
1281,16720,16769
1665,17072,17153
179,16020,16021
543,16376,16385
915,16732,16757
1295,17088,17137
1683,17444,17525
2079,17800,17921
181,16380,16381
1309,17460,17509
183,16744,16745
555,17108,17117
935,17472,17497
1719,18200,18281
185,17112,17113
561,17480,17489
945,17848,17873
1337,18216,18265
187,17484,17485
955,18228,18253
1351,18600,18649
189,17860,17861
573,18236,18245
965,18612,18637
191,18240,18241
579,18620,18629
193,18624,18625
195,19012,19013
591,19400,19409
197,19404,19405
199,19800,19801
